date;text
2020-11-22 22:47:08;"rt @frauthales: @tatort ich mag die murot-tatorte sehr. gab schon bessere, aber gut war er trotzdem. 2 
wo ist eigentlich der hund irgendwa…"
2020-11-22 22:46:53;"#tatort 200 riesen schulden haben und nicht merken, bei wem. der gläubiger, ein ""freund"",  weiß ja von nix. klar, der isst ja nicht mehr, schwer unterzuckert. anklage: schwerer filmtitelmissbrauch. urteil: 3 jahre in der siedlung!"
2020-11-22 22:46:47;"fazit nach dem #tatort:
er: verlieb dich nicht in eine mörderin!
sie: kümmer dich um deine frau!
@tatort"
2020-11-22 22:46:09;rt @uwethimel: großartiger murot #tatort, ein bisschen wie derrick auf lsd.
2020-11-22 22:45:59;"rt @leuchtendgrau: murot kommt aus bad wildungen und ich denke, mehr fame wird #nordhessen nie mehr bekommen.

#tatort"
2020-11-22 22:45:49;rt @just_johannes: humoriger und stimmungsvoller film, tukur geht in seiner doppelrolle sichtlich auf. jedenfalls der nächste sehenswerte e…
2020-11-22 22:45:43;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 22:45:05;"ich wünsche mir ja noch einen #murot-als-#magnum-#tatort.
hawaii-hemden passen schon.
@tatort"
2020-11-22 22:44:25;"rt @ntvde: der ""tatort"" im schnellcheck: der doppelte murot https://t.co/c9lauqvunz"
2020-11-22 22:42:17;"rt @denniskberlin: das ist lotta.
lotta #doll.
lotta ist schauspielerin und hat früher in ard serien wie #großstadtrevier und #tatort gespi…"
2020-11-22 22:42:13;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 22:40:14;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 22:39:37;"rt @abendblatt: ein ""tatort"" zum hinschauen: die ferien des monsieur murot https://t.co/c18ore0goj https://t.co/rbevzen84o"
2020-11-22 22:39:27;rt @zeitonline: im neuen #tatort aus #wiesbaden gibt es einen doppelten murot. der polizist schlüpft in die rolle eines dummerweise getötet…
2020-11-22 22:38:24;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 22:37:02;"rt @tatort: murot kann tennis spielen – wer hätte das gedacht? gespielt wird übrigens im tennis-club bad homburg. 
btw, keiner der vier hat…"
2020-11-22 22:36:42;"rt @tatort: murot-time (zum insgesamt neunten mal). immer ein bisschen anders. 

der tatort heute kann anspielungen an den französischen fi…"
2020-11-22 22:36:01;immerhin 2 von 5. und bergen-enkheim, pfft, ist ja nicht taunus. https://t.co/g01j3temg9
2020-11-22 22:35:54;rt @sz: felix murot findet in diesem #tatort einen doppelgänger, der allerdings bald umgebracht wird. also streift der kommissar sich ein n…
2020-11-22 22:35:16;rt @johanna_always: doppelgänger. alkohol. zigaretten. autos. essen. dumme sprüche. die ersten zehn minuten heute im #tatort
2020-11-22 22:33:50;rt @stevecuriousity: ach ja, heute ist ja auch tag der schrägen vergleiche. also der #tatort war spannender und realistischer als das grund…
2020-11-22 22:33:40;rt @sz_topnews: felix murot findet in diesem #tatort einen doppelgänger, der allerdings bald umgebracht wird. also streift der kommissar si…
2020-11-22 22:33:36;"rt @tatort: und hier für alle, die wissen wollen, wo der heutige tatort ""die ferien des monsieur murot"" gedreht wurde. wir klären auf.

#ta…"
2020-11-22 22:33:14;rt @tazgezwitscher: die fälle des kommissar felix murot sind immer irgendwie außergewöhnlich. diesen sonntag macht er urlaub und sein doppe…
2020-11-22 22:33:00;rt @stevecuriousity: ein amüsanter und zugleich sehr ungewöhnlich spannender #tatort mit dem genialen, wandlungsfähigen ulrich tukur in ein…
2020-11-22 22:32:57;"rt @weeschnittchen: für wie doof halten die einen eigentlich? 
ein normaler mensch merkt doch sofort, dass es sich um einen doppelgänger ha…"
2020-11-22 22:32:43;"rt @birgitjaklitsch: #tatort
so kommt man als eigenbrötlerischer schöngeist, mit einem streich an eine geliebte namens birgit, eine geleute…"
2020-11-22 22:32:26;rt @dschungelstar: tolles story. die doppelgänger-sache ist unglaubwürdig, aber die geschichte ist spannend, weil wir nicht wissen, was ges…
2020-11-22 22:31:00;"#tatort wieder was gelernt,  
'die guten sind die schlimmsten '"
2020-11-22 22:29:09;rt @drumsmalta: erpressung, alkoholismus, griechischer wein, psychopharmaka so ist das in der vorstadt,  #tatort
2020-11-22 22:28:45;rt @sstrabis: #tatort das kann kein zufall sein, dass ich heute zu meinem ersten integrationstatort als griechin eine folge sehe, in der ud…
2020-11-22 22:28:30;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 22:27:08;sehr guter #tatort. und jetzt gute nacht 😴. https://t.co/wvt8968dio
2020-11-22 22:25:18;"rt @denniskberlin: das ist lotta.
lotta #doll.
lotta ist schauspielerin und hat früher in ard serien wie #großstadtrevier und #tatort gespi…"
2020-11-22 22:23:48;#tatort nein, das war sein doppelgänger. https://t.co/frrvhnllrn
2020-11-22 22:20:27;@tatort auf murot muß man sich einlassen. ist kein klassischer krimi. ich finde die tatorte mit ihm super. note 1
2020-11-22 22:19:56;ich verstehe die ganzen guten kommentare zum #tatort nicht. vorhersehbar, überzogen, langweilig.
2020-11-22 22:18:21;#tatort schenk ihm doch mal ein buch darüber, wie man krimis schreibt. dann könnten sich auch die freuen, die schon mehr als zwei tatorte gesehen haben und die den autor nicht vorbehaltlos mögen. https://t.co/ponklkp9yw
2020-11-22 22:16:56;dieser #tatort war schon wieder was ganz anderes. nicht übel. langsam würde ich mal gern einen tatort sehen, wo der mörder der gärtner ist.
2020-11-22 22:16:33;ich denke ,trump hat tatsächlich gewonnen, was denkt ihr?#tatort
2020-11-22 22:16:11;mal wieder einen herzlichen dank an den @hrpresse @tatort für diesen anspruchsvollen und liebevollen kunst-#tatort. tat gut.
2020-11-22 22:14:47;rt @daislein: #tatort meine güte, ist der tatort heute nervenzerfetzend! https://t.co/iyxmubt1gf
2020-11-22 22:14:08;"@tatort note 3. 
murot-tatort mag ich generell nicht so gerne,  dafür war es dann doch ganz unterhaltsam. also besser als erwartet. 
schade dass es keine grafische abstimmung für diese frage gibt."
2020-11-22 22:14:05;"@renatkuenzi genau lesen, herr kuenzi.
#murot"
2020-11-22 22:13:51;"nach dem #tatort von heute, möchte ich jetzt auch ""die ferien des monsieur hulot"" sehen.

starkes stück wieder von ulrich tukur!"
2020-11-22 22:11:28;gerade monte in #tatort gesehen während ich für #tvog geübt habe daraufhin verspürte ich nach meinem gericht #grilldenhenssler eine dicke wurst abzulegen während ich mir #rannfl angucke. am ende hatte mein stuhl gang die farbe #murot
2020-11-22 22:11:23;#3sat-zuschauerpreis 2020: die #tatort: lass den mond am himmel stehn https://t.co/msa6hqdcm9
2020-11-22 22:10:24;"diesen #tatort fand ich leider zu gewollt murot-artig. aber vielleicht bin ich auch mit ""im schmerz geboren"" und dem 'murmeltier'-tatort zu verwöhnt, um mich auf was neues einzulassen. genau so empfand ich es letzte woche bei thiel &amp; börne, da passte es irgendwie auch nicht."
2020-11-22 22:09:35;#tatort geständnis am küchentisch, na klar, ohne jede komplikation. ich liebe murot-tatorte für diesen extrem-realismus. natürlich gestehen alle mörder problemlos am küchentisch – wenn man sie nur höflich genug fragt.
2020-11-22 22:08:35;"filmkritik zum neuen taunus-tatort ""die ferien des monsieur murot"" mit #ulrichtukur | https://t.co/c0idtflt4l (bild: hr / bettina müller) || @tatort @hrpresse https://t.co/olv75n7hgm"
2020-11-22 22:07:39;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 22:07:24;#tatort  ... einfach nur klasse!!! ein mehr als gelungener tatort. war aber mit murot nicht anders zu erwarten. alles war stimmig und obwohl anfänglich sehr subtil, immer fesselnd. 👏👏👏
2020-11-22 22:07:16;@zeitonline wie immer schräg wenn murot ermittelt... ich fand's gut
2020-11-22 22:07:05;"„die beiden schönsten dinge sind die #heimat, aus der wir stammen und die heimat, nach der wir wandern.“

der #tatort heute war ein herausragender moderner #klassiker. @ taunus https://t.co/mp2iwbt4le"
2020-11-22 22:02:56;"rt @tatort: murot kann tennis spielen – wer hätte das gedacht? gespielt wird übrigens im tennis-club bad homburg. 
btw, keiner der vier hat…"
2020-11-22 22:02:52;@tatort es gab schon bessere murot-folgen. es war dennoch gute unterhaltung. von mir daher eine 2.
2020-11-22 22:01:37;@hollsteinm dank ulrich tukur, der für mich zu den besten deutschen schauspielerin zählt und der jeder rolle einen gewissen glanz verleiht, ein unterhaltsamer #tatort
2020-11-22 21:57:24;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 21:57:14;"rt @denniskberlin: das ist lotta.
lotta #doll.
lotta ist schauspielerin und hat früher in ard serien wie #großstadtrevier und #tatort gespi…"
2020-11-22 21:57:13;"rt @denniskberlin: das ist lotta.
lotta #doll.
lotta ist schauspielerin und hat früher in ard serien wie #großstadtrevier und #tatort gespi…"
2020-11-22 21:57:11;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 21:55:55;als beide (fiktiv) mit dem taxi abhauen, schwindet die euphorie aus ihren gesichtern wie in der schlussszene der reifeprüfung (1967). #tatort
2020-11-22 21:54:56;@tatort 1+ = jawoll taunus' königstein rules und so langweilig schön wie die höhen und tiefen...von bad homburg ....von der höhe. murot und mein heimat sonntag 🥂
2020-11-22 21:54:43;rt @peterplener: was murot so liest — edgar a. poe: william wilson [1840], übers. v. arno schmidt. #tatort-spoiler mit #doppelgänger-motiv
2020-11-22 21:54:15;für mich der bisher schwächste #murot  @tatort https://t.co/fduoojsvpd
2020-11-22 21:52:28;die lustigere variante beim #tatort wäre gewesen, wenn murot überfahren worden wäre und der feuchtfröhliche autoverkäufer hätte als kommissar weiter gemacht
2020-11-22 21:51:44;"#tatort #murot 6/10

idee gut, hätte aber noch mehr verwertet werden können"
2020-11-22 21:51:24;"rt @denniskberlin: das ist lotta.
lotta #doll.
lotta ist schauspielerin und hat früher in ard serien wie #großstadtrevier und #tatort gespi…"
2020-11-22 21:50:21;"wer musste beim ersten verkaufsgespräch mit der seniorin noch an die erklärung vom guten verkauf mit dem ende denken? 

#tatort"
2020-11-22 21:48:22;rt @hessenschau: im neuen hr-tatort macht lka-ermittler felix murot urlaub im taunus. dort lagen auch die meisten drehorte des tatorts - ab…
2020-11-22 21:47:35;"das coolste am heutigen #tatort 👉dass der mord auf der str. in meinem wohnort gedreht wurde🙌😳 überlege dort ne würstelbude für die filmtouristen aufzumachen „to go or to die“ ;) @ardde @tatort https://t.co/jem8sq6pso"
2020-11-22 21:47:09;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 21:46:02;"aks letztes kommen immer die, die den kürzesten weg haben.
oh ja!!!
 #tatort"
2020-11-22 21:45:57;"im neuen hr-tatort macht lka-ermittler felix murot urlaub im taunus. dort lagen auch die meisten drehorte des tatorts - aber nicht alle:

https://t.co/nhrfjln66o"
2020-11-22 21:44:52;ein bisschen hatte der #tatort heute etwas von „die wiederkehr des martin guerre“. frau bekommt statt ihres original-ehemannes einen doppelgänger und ist glücklich mit ihm. im 17. jahrhundert in frankreich wirklich passiert.
2020-11-22 21:41:46;"rt @fabibigott: es gibt eine goldene regel:
ein #tatort mit #murot ist ein guter tatort 👍😃"
2020-11-22 21:41:41;"@_edith_arnold_ da hebe ich deine stummschaltung nach dem abspann auf, weil ich nicht pünktlich 20:15 anfing, und jetzt das!
aber ja, der war wirklich insgesamt eher lahm. gab ein paar schöne momente, aber von murot erwarte ich seit ""im schmerz geboren"" deutlich mehr 🤷"
2020-11-22 21:40:00;rt @pupsbakunin: das #heimat-motiv im #tatort. ok.
2020-11-22 21:38:56;“der geht ab wie blutstuhl!” #tatort
2020-11-22 21:38:53;@tatort super tatort. ulrich tukur wie immer grandios als murot. glatte 1 !!!
2020-11-22 21:38:10;#tatort wieder mal eine reine katastrophe, häuft sich leider in der letzten zeit.
2020-11-22 21:37:56;"rt @denniskberlin: das ist lotta.
lotta #doll.
lotta ist schauspielerin und hat früher in ard serien wie #großstadtrevier und #tatort gespi…"
2020-11-22 21:36:59;rt @maborni: niemand ist in diesem #tatort wahnsinnig. der ist einfach nur wahnsinnig gut!
2020-11-22 21:36:52;"rt @tatort: der gesichtsausdruck, wenn du weißt, dass du auch ne affäre mit der nachbarin haben kannst…

#tatort https://t.co/hpfabvhzvf"
2020-11-22 21:36:03;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 21:34:54;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 21:34:41;"@barbaratschirre @agilitychange ich liiiieebe ja die murot-serie. sticht heraus. fand ihn auch wieder sehr gut... aber auch ein bisschen lahm zwischendrin..:(
trotzdem, grandiose szenen, und ein tukur in bestform :-))

einer der besten für mich der murmeltiertag-tatort 😂"
2020-11-22 21:34:30;das anstrengste am #tatort war übrigens der völlig verkopfte titel. verkopft und holzhammer geht nicht gut zusammen. daher dann hier noch einmal der holzhammer: https://t.co/kgbmjleczi
2020-11-22 21:33:59;@dermalteduerr den zirkus murot fand ich schwächer. aber das ist jammern auf höchstem niveau.
2020-11-22 21:33:51;"rt @denniskberlin: das ist lotta.
lotta #doll.
lotta ist schauspielerin und hat früher in ard serien wie #großstadtrevier und #tatort gespi…"
2020-11-22 21:31:48;"rt @lujoho24: drei wochen hintereinander furchtbare ""experimenttatorte"" gehabt. bei murot konnte man zwar damit rechnen, aber trotzdem... w…"
2020-11-22 21:30:44;der tatort mit murot ist immer ein bisschen künstlerisch wertvoll. ich mag das.
2020-11-22 21:30:16;sehr schön. #tatort https://t.co/9yufu58wqv
2020-11-22 21:30:07;rt @_diemk_: hier noch ein #ro80-vergleich zum hr-#tatort: links das heutige modell, rechts das der #murot-folge von vor einem jahr, das ex…
2020-11-22 21:29:45;"rt @ropietsch: ich finde den #tatort scheiße. 

kann man nicht einfach einem ganz simplen sauberen krimi machen, statt immer wieder probier…"
2020-11-22 21:29:35;@tatort 2. ich hätte mir gewünscht, murot wäre wirklich mit seiner liebe durchgebrannt 🤷🏻‍♂️
2020-11-22 21:28:35;"rt @reskilab: @tatort 1,0 mit sternchen.
wie bisher jedesmal war auch dieser #murot #tatort grandios.
ganz großes kino und in der tatortrei…"
2020-11-22 21:28:32;@islandstar8 ich fand ihn nicht ganz schlecht. aber auch nicht so gut wie dem tarantino splatter murot von vor.... vier jahren? oder wann immer der war.
2020-11-22 21:27:30;"rt @tatort: wie hat euch der tatort heute gefallen? hattet ihr ein gutes ferien-feeling? eure schulnoten bitte.

#tatort https://t.co/taugk…"
2020-11-22 21:27:29;@kosak_daniel nein würde ich eher nicht sagen ... diese 40 jahre alte signation prägt den wiedererkennungswert vom #tatort enorm und außerdem ist diese meiner meinung zeitlos
2020-11-22 21:26:53;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 21:26:43;"rt @ihomepeule: jeden sonntag werde ich daran erinnert, dass ich das bosslevel der blockierten schon lange erreicht habe. #tatort 

suche n…"
2020-11-22 21:26:35;"rt @tatort: walter-boenfeld-weisheit:

„ein auto zu verkaufen, ist wie jemanden im verhör zu überführen. (…) man muss vertrauen aufbauen, u…"
2020-11-22 21:25:37;da guckst du dir den #tatort an und erkennst plötzlich das gelände deiner ehemaligen autowerkstatt wieder...😂
2020-11-22 21:25:24;"rt @afd_muenster: wenn #jana nicht -wie der ""#ordner""- u-boot ist, war's eine für linken lynchmob typische -hysterische- hexenjagd. ""#sophi…"
2020-11-22 21:25:13;stümperhaft, unglaubwürdig. warum muss #ulrichtukur tennisspielen? er hatte noch nie einen schläger in der hand! warum nicht akkordeon-, piano-, bowling... spielen? das kann er. den  #tatort alleine stemmen, kann selbst er nicht. #ungenügend
2020-11-22 21:25:11;@uwethimel wohl eher derrick auf valium... #tatort in zeitlupe.
2020-11-22 21:25:09;"drei wochen hintereinander furchtbare ""experimenttatorte"" gehabt. bei murot konnte man zwar damit rechnen, aber trotzdem... warum kann ein #tatort nicht einfach klassisches ""whodunit"" sein?in letzer zeit habe ich echt zweifel, ob es sich weiter lohnt, jede woche tatort zu schauen"
2020-11-22 21:24:58;also wenn er murot wäre 😉
2020-11-22 21:24:43;@sarahsadresse hat mich heute leider nicht begeistert, der nächste murot wird es wieder für mich wett machen
2020-11-22 21:24:31;"rt @tatort: und hier für alle, die wissen wollen, wo der heutige tatort ""die ferien des monsieur murot"" gedreht wurde. wir klären auf.

#ta…"
2020-11-22 21:23:26;wissenswertes zum krimi: tatort: die ferien des monsieur murot: wer ist anne ratte-polle? https://t.co/d7xkt7x5q9
2020-11-22 21:23:25;„tatort“-kritik „die ferien des monsieur murot“: von der liebe überfahren https://t.co/gnt5j9pco4
2020-11-22 21:23:22;schaue grad den heutigen #tatort nach. der doppelgänger vom #murot ist ja vielleicht ein #schwätzer...
2020-11-22 21:23:18;@tatort sehr fein war er. murot halt :)
2020-11-22 21:22:55;@tatort eins plus mit sternchen :) murot mal wieder in höchstform - einfach genial.
2020-11-22 21:22:33;"die musik beim tennis 😍
ich muss mal wieder tati gucken. #tatort"
2020-11-22 21:22:25;wäre besser gewesen wären sie wirklich zusammen abgehauen. wäre auf jeden fall unerwartet gewesen. mal was neues für einen #tatort .
2020-11-22 21:21:48;"rt @tatort: bei walters top cars könnte das wahlkampfteam von trump übrigens auch super eine pk machen.

#tatort"
2020-11-22 21:21:40;hallo liebe twitterwelt. mir ist langweilig. was macht ihr so ? #tatort #weihnachten #covid19 #merkel #berlin #sonntag haha mal alle interessanten sachen getaggt xd
2020-11-22 21:21:29;@tatort 4! der beste der letzten drei murot-tatorte. ist aber auch nicht schwer, nach diesen schwachen experimtier-tatorte. murot - man muss sich wirklich genau überlegen, ob man sich das antun will!
2020-11-22 21:21:28;@uwe_lutz_ @tatort da hast du nicht viel verpasst, ich fand den #tatort irgendwie gaga, nicht mein fall...
2020-11-22 21:20:51;murot-tatort wieder wunderbar.
2020-11-22 21:20:49;"rt @tatort: und hier für alle, die wissen wollen, wo der heutige tatort ""die ferien des monsieur murot"" gedreht wurde. wir klären auf.

#ta…"
2020-11-22 21:19:46;@tatort ttt total toller #tatort danke dafür 😃
2020-11-22 21:19:37;der #tatort wird immer unglaubwürdiger.
2020-11-22 21:18:45;@kai_wehnemann #murot ist nicht schlecht, aber: https://t.co/ttvqnprwbp
2020-11-22 21:18:22;"romantischkeit kennt keine grenzen 
romantischkeit kennt kein pardon #tatort"
2020-11-22 21:18:03;und wer ist euer doppelgänger so? nur ernst gemeinte gifs. #tatort
2020-11-22 21:17:59;ok, überzeugt. #tatort https://t.co/j2tidhwepo
2020-11-22 21:17:41;"und hier für alle, die wissen wollen, wo der heutige tatort ""die ferien des monsieur murot"" gedreht wurde. wir klären auf.

#tatort 

https://t.co/qzhhd5a4ct"
2020-11-22 21:17:26;@reskilab @tatort mir hat etwas die wende gefehlt, dass es doch nicht die ehefrau ist. ansonsten finde ich murot immer gut.
2020-11-22 21:17:23;@tatort sehr gut 👍 #tatort
2020-11-22 21:17:03;großartiger murot #tatort, ein bisschen wie derrick auf lsd.
2020-11-22 21:16:45;@tatort klasse #tatort! - spannend, sehr gut gespielt und perfekte kameraführung 🎥! 2+
2020-11-22 21:16:35;@tatort ich liebe murot...
2020-11-22 21:16:30;#brokenwood - mord in neuseeland - nach dem #tatort geht es erneut um #autos. https://t.co/rbzfdfcatb via @tvinfode
2020-11-22 21:16:16;@tatort murot war schon besser. 2-
2020-11-22 21:15:35;seit langem mal wieder #tatort geguckt und nicht bereut. endlich mal eine unterhaltsame story für einen entspannten sonntagabend!
2020-11-22 21:15:30;"@tatort 1,0 mit sternchen.
wie bisher jedesmal war auch dieser #murot #tatort grandios.
ganz großes kino und in der tatortreihe eine eigene gewichtsklasse.
den fehlenden strand hat die unfassbar aufnahmefähige postkarte beinahe wettgemacht."
2020-11-22 21:15:24;in #marrakesch war #ulrichtukur doch bereits bei #exitmarrakech.😇 #tatort
2020-11-22 21:15:12;"rt @kotzenderstern: xavier naidoo ist jetzt btw blond und trägt keine sonnenbrille mehr..

ich dachte, ihr solltet das wissen..

#covidiote…"
2020-11-22 21:15:01;dritter super- #tatort in folge! der doppelte murot als gast auf seiner eigenen beerdigung und im bett mit der mörderin seines doppelgängers. ein amüsantes krimivergnügen. weiter so, #tatort!
2020-11-22 21:14:46;"rt @tatort: in hawaiihemden ist das leben auch nicht nur lustig. solltet ihr jetzt mal verstanden haben.

#tatort"
2020-11-22 21:14:37;rt @zeitonline_kul: murot gerät diesmal in die hölle. und das ist für ihn ein kleinstadtuniversum, in dem man sich mit dem nachbarspaar dau…
2020-11-22 21:14:19;"ein ""tatort"" zum hinschauen: die ferien des monsieur murot https://t.co/pg16uxwpcz https://t.co/x1rjfarbwu"
2020-11-22 21:14:14;"rt @tatort: „der geht ab wie blutstuhl.“ 

walter boenfeld kommentiert murots 70er-jahre nsu ro 80 mit wankelmotor. 

#tatort https://t.co/…"
2020-11-22 21:14:05;"rt @tatort: ärzteweisheit: „lass uns noch einen verlöten, vielleicht sind wir morgen schon flöten.“

#tatort"
2020-11-22 21:14:01;"rt @tatort: walter-boenfeld-weisheit:

„ein auto zu verkaufen, ist wie jemanden im verhör zu überführen. (…) man muss vertrauen aufbauen, u…"
2020-11-22 21:13:52;"rt @tatort: bei walters top cars könnte das wahlkampfteam von trump übrigens auch super eine pk machen.

#tatort"
2020-11-22 21:13:46;guter #tatort. punkt!
2020-11-22 21:13:45;"rt @tatort: murot kann tennis spielen – wer hätte das gedacht? gespielt wird übrigens im tennis-club bad homburg. 
btw, keiner der vier hat…"
2020-11-22 21:13:35;"rt @tatort: danke für den hinweis. im film sind einige kleine anspielungen versteckt. einige davon werden wir hier noch enttarnen...

#tato…"
2020-11-22 21:13:32;@tatort das war ein herausragender #tatort mit guten spannungselementen und wundervollen autos. leider war der plot etwas vorhersehbar.
2020-11-22 21:13:24;"rt @tatort: bei murot ist alles denkbar. am ende spielt felix murot sogar noch ulrich tukur! 

#tatort"
2020-11-22 21:13:03;"rt @tatort: kein geringerer als jochen horst („balko“) war in den doppelgängerszenen double und anspielpartner von ulrich tukur.

#tatort #…"
2020-11-22 21:12:49;"rt @denniskberlin: das ist lotta.
lotta #doll.
lotta ist schauspielerin und hat früher in ard serien wie #großstadtrevier und #tatort gespi…"
2020-11-22 21:12:48;"rt @tatort: der gesichtsausdruck, wenn du weißt, dass du auch ne affäre mit der nachbarin haben kannst…

#tatort https://t.co/hpfabvhzvf"
2020-11-22 21:12:40;"rt @tatort: murot-time (zum insgesamt neunten mal). immer ein bisschen anders. 

der tatort heute kann anspielungen an den französischen fi…"
2020-11-22 21:11:58;#tatort ich bin ein bisschen zwiegespalten, aber eine 2 mit schwächen....
2020-11-22 21:11:25;rt @tatort: die schläger sind von der firma hracket. hr = hessischer rundfunk. versteht ihr doch, den kleinen witz auf pro-niveau. 15:0 für…
2020-11-22 21:11:11;@tatort d. ferien d. m. murot: abstruser plot in avantgardistische bürgerlichkeit. idyll etlicher ungereimtheiten, unlogischer elemente, balance zw. leichtigkeit, sehnsucht, verantwortg. ein murot eben. kein klassischer #tatort ,sondern spiel d. seins, eingerahmt v. einem spaßigen tumor
2020-11-22 21:10:51;"#tatort nicht ganz so schräg wie sonst, dafür dennoch packend. immer wieder ein genuss mit murot. die ferien von monsieur hulot ;-)"
2020-11-22 21:10:37;wider erwarten ein sehr guter #tatort 👍
2020-11-22 21:09:20;rt @dschungelstar: tolles story. die doppelgänger-sache ist unglaubwürdig, aber die geschichte ist spannend, weil wir nicht wissen, was ges…
2020-11-22 21:08:27;@tatort tatort mit murot, immer ganz besonders. hat mir gut gefallen, eine 1-.
